Handle,Command,Title,Body HTML,Sort Order,Published,Published Scope,Type,Match Column,Rule: Product Column,Rule: Relation,Rule: Condition
coach,MERGE,COACH,<p>Discover the COACH collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,COACH
saucony,MERGE,Saucony,<p>Discover the Saucony collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Saucony
uominitaliani,MERGE,Uominitaliani,<p>Discover the Uominitaliani collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Uominitaliani
staud,MERGE,Staud,<p>Discover the Staud collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Staud
gabriela-hearst,MERGE,Gabriela Hearst,<p>Discover the Gabriela Hearst collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Gabriela Hearst
billionaire-italian-couture,MERGE,Billionaire Italian Couture,<p>Discover the Billionaire Italian Couture collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Billionaire Italian Couture
nicolo-tonetto,MERGE,Nicolo Tonetto,<p>Discover the Nicolo Tonetto collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Nicolo Tonetto
lancaster,MERGE,Lancaster,<p>Discover the Lancaster collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Lancaster
wolford,MERGE,Wolford,<p>Discover the Wolford collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Wolford
colcci,MERGE,Colcci,<p>Discover the Colcci collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Colcci
christian-dior,MERGE,Christian Dior,<p>Discover the Christian Dior collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Christian Dior
timex,MERGE,Timex,<p>Discover the Timex collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Timex
scervino-street,MERGE,Scervino Street,<p>Discover the Scervino Street collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Scervino Street
allude,MERGE,Allude,<p>Discover the Allude collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Allude
brooksfield,MERGE,Brooksfield,<p>Discover the Brooksfield collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Brooksfield
courr-ges,MERGE,Courrèges,<p>Discover the Courrèges collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Courrèges
dkny,MERGE,DKNY,<p>Discover the DKNY collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,DKNY
time-force,MERGE,Time Force,<p>Discover the Time Force collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Time Force
alessandra-rich,MERGE,Alessandra Rich,<p>Discover the Alessandra Rich collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Alessandra Rich
county-of-milan,MERGE,County of Milan,<p>Discover the County of Milan collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,County of Milan
trussardi-beachwear,MERGE,Trussardi Beachwear,<p>Discover the Trussardi Beachwear collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Trussardi Beachwear
os-ree,MERGE,Oséree,<p>Discover the Oséree collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Oséree
santoni,MERGE,Santoni,<p>Discover the Santoni collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Santoni
porsche,MERGE,Porsche,<p>Discover the Porsche collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Porsche
sunflower,MERGE,Sunflower,<p>Discover the Sunflower collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Sunflower
dondup,MERGE,Dondup,<p>Discover the Dondup collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Dondup
cycle,MERGE,CYCLE,<p>Discover the CYCLE collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,CYCLE
bmw-motorsport,MERGE,BMW Motorsport,<p>Discover the BMW Motorsport collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,BMW Motorsport
brioni,MERGE,Brioni,<p>Discover the Brioni collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Brioni
umit-benan,MERGE,Umit Benan,<p>Discover the Umit Benan collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Umit Benan
sandro-ferrone,MERGE,Sandro Ferrone,<p>Discover the Sandro Ferrone collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Sandro Ferrone
christian-lacroix,MERGE,Christian Lacroix,<p>Discover the Christian Lacroix collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Christian Lacroix
casio,MERGE,Casio,<p>Discover the Casio collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Casio
hamaki-ho,MERGE,Hamaki-Ho,<p>Discover the Hamaki-Ho collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Hamaki-Ho
ambush,MERGE,Ambush,<p>Discover the Ambush collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Ambush
clothing,MERGE,Clothing,<p>Shop clothing from the world's most coveted maisons.</p>,best-selling,TRUE,global,Smart,all,Type,Equals,Clothing
accessories,MERGE,Accessories,<p>Shop accessories from the world's most coveted maisons.</p>,best-selling,TRUE,global,Smart,all,Type,Equals,Accessories
shoes,MERGE,Shoes,<p>Shop shoes from the world's most coveted maisons.</p>,best-selling,TRUE,global,Smart,all,Type,Equals,Shoes
bags,MERGE,Bags,<p>Shop bags from the world's most coveted maisons.</p>,best-selling,TRUE,global,Smart,all,Type,Equals,Bags
