Handle,Command,Title,Body HTML,Sort Order,Published,Published Scope,Type,Match Column,Rule: Product Column,Rule: Relation,Rule: Condition
carrera,MERGE,Carrera,<p>Discover the Carrera collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Carrera
la-martina,MERGE,La Martina,<p>Discover the La Martina collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,La Martina
liu-jo,MERGE,Liu Jo,<p>Discover the Liu Jo collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Liu Jo
web-eyewear,MERGE,WEB EYEWEAR,<p>Discover the WEB EYEWEAR collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,WEB EYEWEAR
pepe-jeans,MERGE,Pepe Jeans,<p>Discover the Pepe Jeans collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Pepe Jeans
blauer,MERGE,Blauer,<p>Discover the Blauer collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Blauer
police,MERGE,Police,<p>Discover the Police collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Police
marc-jacobs,MERGE,Marc Jacobs,<p>Discover the Marc Jacobs collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Marc Jacobs
replay,MERGE,Replay,<p>Discover the Replay collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Replay
valentino,MERGE,Valentino,<p>Discover the Valentino collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Valentino
ganni,MERGE,Ganni,<p>Discover the Ganni collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Ganni
converse,MERGE,Converse,<p>Discover the Converse collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Converse
longchamp,MERGE,Longchamp,<p>Discover the Longchamp collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Longchamp
missoni,MERGE,Missoni,<p>Discover the Missoni collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Missoni
off-white,MERGE,Off-White,<p>Discover the Off-White collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Off-White
balmain,MERGE,Balmain,<p>Discover the Balmain collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Balmain
love-moschino,MERGE,Love Moschino,<p>Discover the Love Moschino collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Love Moschino
rifle,MERGE,Rifle,<p>Discover the Rifle collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Rifle
thom-browne,MERGE,Thom Browne,<p>Discover the Thom Browne collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Thom Browne
street-one,MERGE,Street One,<p>Discover the Street One collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Street One
miu-miu,MERGE,Miu Miu,<p>Discover the Miu Miu collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Miu Miu
aldo,MERGE,ALDO,<p>Discover the ALDO collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,ALDO
tom-ford,MERGE,Tom Ford,<p>Discover the Tom Ford collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Tom Ford
diesel,MERGE,Diesel,<p>Discover the Diesel collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Diesel
just-cavalli,MERGE,Just Cavalli,<p>Discover the Just Cavalli collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Just Cavalli
twinset,MERGE,Twinset,<p>Discover the Twinset collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Twinset
bottega-veneta,MERGE,Bottega Veneta,<p>Discover the Bottega Veneta collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Bottega Veneta
yohji-yamamoto,MERGE,Yohji Yamamoto,<p>Discover the Yohji Yamamoto collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Yohji Yamamoto
antony-morato,MERGE,Antony Morato,<p>Discover the Antony Morato collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Antony Morato
ermenegildo-zegna,MERGE,Ermenegildo Zegna,<p>Discover the Ermenegildo Zegna collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Ermenegildo Zegna
trussardi,MERGE,Trussardi,<p>Discover the Trussardi collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Trussardi
gianmarco-venturi,MERGE,Gianmarco Venturi,<p>Discover the Gianmarco Venturi collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Gianmarco Venturi
tommy-hilfiger-jeans,MERGE,Tommy Hilfiger Jeans,<p>Discover the Tommy Hilfiger Jeans collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Tommy Hilfiger Jeans
borbonese,MERGE,Borbonese,<p>Discover the Borbonese collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Borbonese
jacquemus,MERGE,Jacquemus,<p>Discover the Jacquemus collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Jacquemus
acht,MERGE,Acht,<p>Discover the Acht collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Acht
bikkembergs,MERGE,Bikkembergs,<p>Discover the Bikkembergs collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Bikkembergs
alexander-mcqueen,MERGE,Alexander McQueen,<p>Discover the Alexander McQueen collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Alexander McQueen
bmw,MERGE,BMW,<p>Discover the BMW collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,BMW
vans,MERGE,Vans,<p>Discover the Vans collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Vans
