Handle,Command,Title,Body HTML,Sort Order,Published,Published Scope,Type,Match Column,Rule: Product Column,Rule: Relation,Rule: Condition
sting,MERGE,Sting,<p>Discover the Sting collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Sting
more-more,MERGE,More & More,<p>Discover the More & More collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,More & More
moncler-grenoble,MERGE,Moncler Grenoble,<p>Discover the Moncler Grenoble collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Moncler Grenoble
longines,MERGE,Longines,<p>Discover the Longines collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Longines
borghese,MERGE,Borghese,<p>Discover the Borghese collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Borghese
herm-s,MERGE,Hermès,<p>Discover the Hermès collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Hermès
alpha-studio,MERGE,Alpha Studio,<p>Discover the Alpha Studio collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Alpha Studio
gianvito-rossi,MERGE,Gianvito Rossi,<p>Discover the Gianvito Rossi collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Gianvito Rossi
lgr,MERGE,LGR,<p>Discover the LGR collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,LGR
skechers,MERGE,SKECHERS,<p>Discover the SKECHERS collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,SKECHERS
colmar-originals,MERGE,Colmar Originals,<p>Discover the Colmar Originals collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Colmar Originals
church-s,MERGE,Church's,<p>Discover the Church's collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Church's
guess-active,MERGE,Guess Active,<p>Discover the Guess Active collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Guess Active
pierre-hardy,MERGE,Pierre Hardy,<p>Discover the Pierre Hardy collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Pierre Hardy
avirex,MERGE,Avirex,<p>Discover the Avirex collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Avirex
lisa-yang,MERGE,Lisa Yang,<p>Discover the Lisa Yang collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Lisa Yang
nautica,MERGE,NAUTICA,<p>Discover the NAUTICA collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,NAUTICA
alemais,MERGE,Alemais,<p>Discover the Alemais collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Alemais
elisabetta-franchi,MERGE,Elisabetta Franchi,<p>Discover the Elisabetta Franchi collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Elisabetta Franchi
benetton,MERGE,Benetton,<p>Discover the Benetton collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,is equal to,Benetton
