Handle,Command,Title,Body HTML,Sort Order,Published,Published Scope,Type,Match Column,Rule: Product Column,Rule: Relation,Rule: Condition
diadora,MERGE,Diadora,<p>Discover the Diadora collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Diadora
exte,MERGE,Exte,<p>Discover the Exte collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Exte
p-a-r-o-s-h,MERGE,P.A.R.O.S.H.,<p>Discover the P.A.R.O.S.H. collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,P.A.R.O.S.H.
peserico,MERGE,Peserico,<p>Discover the Peserico collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Peserico
cavalli,MERGE,Cavalli,<p>Discover the Cavalli collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Cavalli
sacai,MERGE,Sacai,<p>Discover the Sacai collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Sacai
alexander-wang,MERGE,Alexander Wang,<p>Discover the Alexander Wang collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Alexander Wang
jack-jones,MERGE,Jack Jones,<p>Discover the Jack Jones collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Jack Jones
celine,MERGE,Celine,<p>Discover the Celine collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Celine
axel-arigato,MERGE,Axel Arigato,<p>Discover the Axel Arigato collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Axel Arigato
ted-baker,MERGE,Ted Baker,<p>Discover the Ted Baker collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Ted Baker
iceberg,MERGE,Iceberg,<p>Discover the Iceberg collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Iceberg
victoria-s-secret,MERGE,Victoria's Secret,<p>Discover the Victoria's Secret collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Victoria's Secret
luminox,MERGE,Luminox,<p>Discover the Luminox collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Luminox
helly-hansen,MERGE,Helly Hansen,<p>Discover the Helly Hansen collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Helly Hansen
porsche-design,MERGE,Porsche Design,<p>Discover the Porsche Design collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Porsche Design
billabong,MERGE,BILLABONG,<p>Discover the BILLABONG collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,BILLABONG
robert-friedman,MERGE,Robert Friedman,<p>Discover the Robert Friedman collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Robert Friedman
pt-torino,MERGE,PT Torino,<p>Discover the PT Torino collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,PT Torino
fiorucci,MERGE,Fiorucci,<p>Discover the Fiorucci collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Fiorucci
haikure,MERGE,Haikure,<p>Discover the Haikure collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Haikure
web,MERGE,Web,<p>Discover the Web collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Web
magda-butrym,MERGE,Magda Butrym,<p>Discover the Magda Butrym collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Magda Butrym
bally,MERGE,Bally,<p>Discover the Bally collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Bally
citizen,MERGE,Citizen,<p>Discover the Citizen collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Citizen
zanellato,MERGE,Zanellato,<p>Discover the Zanellato collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Zanellato
our-legacy,MERGE,Our Legacy,<p>Discover the Our Legacy collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Our Legacy
pompei-donatella,MERGE,Pompei Donatella,<p>Discover the Pompei Donatella collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Pompei Donatella
sergio-rossi,MERGE,Sergio Rossi,<p>Discover the Sergio Rossi collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Sergio Rossi
bagutta,MERGE,Bagutta,<p>Discover the Bagutta collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Bagutta
verri,MERGE,Verri,<p>Discover the Verri collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Verri
mr-mrs-italy,MERGE,Mr&Mrs Italy,<p>Discover the Mr&Mrs Italy collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Mr&Mrs Italy
cafenoir,MERGE,Cafenoir,<p>Discover the Cafenoir collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Cafenoir
calvin-klein-underwear,MERGE,Calvin Klein Underwear,<p>Discover the Calvin Klein Underwear collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Calvin Klein Underwear
daniele-alessandrini,MERGE,Daniele Alessandrini,<p>Discover the Daniele Alessandrini collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Daniele Alessandrini
s-max-mara,MERGE,'S Max Mara,<p>Discover the 'S Max Mara collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,'S Max Mara
loewe,MERGE,Loewe,<p>Discover the Loewe collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Loewe
londonbe,MERGE,LONDONBE,<p>Discover the LONDONBE collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,LONDONBE
new-balance,MERGE,New Balance,<p>Discover the New Balance collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,New Balance
parajumpers,MERGE,Parajumpers,<p>Discover the Parajumpers collection at Palace of Roman. Authentic pieces sourced through our authorised distribution partner.</p>,best-selling,TRUE,global,Smart,all,Vendor,Equals,Parajumpers
